Date,price,return,log_return,momentum_5,momentum_20,momentum_60,vol_20,vol_60,trend_50,trend_200,zscore_20,target_5d,target_21d,target_63d
2000-10-16,1374.6199951171875,0.00032743485703057296,0.0003273812619367224,-0.019550247574535717,-0.048383198576642084,-0.07132189142480327,0.013516649982156665,0.010110986128477769,0.9401191238807308,0.9514368309178406,-1.2342950929246628,0.01539336998941554,0.006059824594634611,-0.032845458799115934
2000-10-17,1349.969970703125,-0.017932246367448723,-0.01809497745525861,-0.026711978418773152,-0.07529971359172927,-0.07807201122024121,0.013575976650246077,0.010267610568572352,0.9248970780721324,0.9347158935705625,-1.6904427205603005,0.035674892941954583,0.02951183267422941,-0.0014815144361753907
2000-10-18,1342.1300048828125,-0.005807511270957466,-0.0058244404405869265,-0.016459128016523494,-0.07524767698088808,-0.08975426319276214,0.013575539116329294,0.010225805218648163,0.9213015633373801,0.9294718695286429,-1.6633690392414215,0.016965584144911672,0.022494051467753406,0.00030551003121592757
2000-10-19,1388.760009765625,0.03474328471397525,0.034153361859011896,0.044353185616673674,-0.04160659537692135,-0.043830319228288284,0.016087774333584035,0.011094597162972432,0.9544127058228667,0.9618092365154708,-0.41302967213123737,-0.017512074216105455,-0.015150233960186443,-0.03302225368607936
2000-10-20,1396.9300537109375,0.005882977539575895,0.005865740397982498,0.01656273171279432,-0.03574874236533898,-0.0363474162771813,0.016180975446696732,0.011125566060695492,0.9608637543939341,0.9674893819747881,-0.1372631275940796,-0.01242016206191543,-0.03887815173671405,-0.02615022076433471
2000-10-23,1395.780029296875,-0.0008232512508464795,-0.0008235903082565529,0.01539336998941554,-0.03005496697044774,-0.016980178114381683,0.01613880726888864,0.010813068663632446,0.961078337454327,0.966845869756254,-0.11298157439174498,0.0020633658759705575,-0.034697482908774835,-0.02255368310765138
2000-10-24,1398.1300048828125,0.001683628893244249,0.001682213178921447,0.035674892941954583,-0.020375387539746104,-0.022853834610816026,0.016070535012124385,0.010766035264727433,0.963936680067228,0.9686731988662499,-0.0070293519461774945,0.022365602212986557,-0.054193829805977756,-0.02905308875092205
2000-10-25,1364.9000244140625,-0.023767446770113,-0.024054449199316687,0.016965584144911672,-0.04322951148341658,-0.050900460617872234,0.016861946619585174,0.011157418581769298,0.9425799196257488,0.9458916744838695,-0.8590494424537101,0.04126305610789327,-0.016946299706267487,-0.0072899648796320715
2000-10-26,1364.43994140625,-0.0003370818371917217,-0.0003371386620443132,-0.017512074216105455,-0.06435626325513677,-0.0516160507999861,0.015875882622137277,0.011156438047463387,0.94376656593309,0.9457950610896871,-0.7998295170754827,0.046817747666471066,-0.011337963829452957,-0.00019780823819870452
2000-10-27,1379.5799560546875,0.011096138561315971,0.011035028060664311,-0.01242016206191543,-0.03963080892156534,-0.05024239934678909,0.015930262606898542,0.011181236938134378,0.9557789628497989,0.9565221288635727,-0.26429767501849794,0.0341480645212382,-0.0315240809664612,-0.004240403436033713
2000-10-30,1398.6600341796875,0.013830353247205052,0.013735586682098207,0.0020633658759705575,-0.026158725830803586,-0.043932394011743536,0.016313368535021477,0.011294533205440934,0.970248807493886,0.969974748770638,0.44218250542605386,0.023972878617517512,-0.0405602355700555,-0.02334378878081811
2000-10-31,1429.4000244140625,0.021978171595075313,0.021740133035877476,0.022365602212986557,0.0020610907821276836,-0.03374518271062743,0.01704598219264424,0.011569094942573067,0.992538134844179,0.9913815047942764,1.4889073221726208,0.0017279772358598233,-0.08006861010730892,-0.039128342490314605
2000-11-01,1421.219970703125,-0.0057227183232284595,-0.005739155817162053,0.04126305610789327,-0.009133231131471242,-0.04152959003047474,0.01704826260166813,0.011582235324828286,0.9879132955056176,0.9858266674633687,1.2749534983932487,-0.008401191689097143,-0.07457676673508762,-0.050484795794491166
2000-11-02,1428.3199462890625,0.004995690837657607,0.004983253778122986,0.046817747666471066,-0.005542152536723188,-0.030247101900246376,0.01708644479146847,0.011576981965330078,0.9939215592228985,0.9908108301084496,1.5816023115069102,-0.01972942526906496,-0.07235772058946066,-0.05181604295844122
2000-11-03,1426.68994140625,-0.0011412043128343763,-0.0011418559823153857,0.0341480645212382,0.012562155369840955,-0.02298240615904812,0.01650568967192717,0.011528269544388027,0.993916316864275,0.9897304722704853,1.433319345940532,-0.04255301672461487,-0.03515122724866104,-0.05216966173271076
2000-11-06,1432.18994140625,0.003855077294915743,0.0038476655269594883,0.023972878617517512,0.02151160209064873,-0.026939086677106205,0.01646314195359884,0.011490685521649235,0.9987813581975185,0.993440309613596,1.4872274444989468,-0.05650782015768163,-0.056368207969315964,-0.0637484764542936
